Код;Наименование;Иерархия;Артикул;Количество;Цена;Бренд;ИмяФайлаИзображения;Новинка;HAPPY_МОЛЛОстаток;ГлобусОстаток;ЛазурныйОстаток;ОранжевыйОстаток;ПассажОстаток;ТауОстаток;ЗаказОстаток;10 летняя батарея;Bluetooth;Барометр\альтиметр;Браслет;Будильник;Включение,отключение звука кнопок;Водозащита;Грязеустойчивость;Дополнительно;Индикатор приливов и отливов;Индикатор уровня заряда аккумулятора;Компас;Материал корпуса;Мелодия;Мировое время;Отображение данных о Луне;Пол;Прием радиосигнала точного времени;Размер корпуса;Резерв хода;Сверх яркая подсветка;Связь со смартфоном;Скидка;Солнечная батарея;Стекло;Страна бренда;Страна производитель;Таймер;Таймер рыбалки;Термометр;Тип механизма;Ударопрочность;Устойчивость к воздействию магнитного поля;Форма корпуса;Функция поиска телефона;Функция секундомера;Хит продаж;Ход стрелки;Хронограф;Циферблат;Шагомер;ЦенаСоСкидкой;
Ц0000022304;LTP-VT02D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);LTP-VT02D-1A;2;4790;Casio (Япония);LTP-VT02D1A.jpg;1;1;0;0;0;0;1;0;;;;Стальной;;;WR;;;;;;Нержавеющая сталь ;;;;Женские;;30;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4790;
Ц0000015656;LTS-100D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);LTS-100D-1A;1;9590;Casio (Япония);LTS-100D-1A.jpg;0;0;0;0;0;0;1;0;;;;Стальной;;;WR 50m;;10 летняя батарейка;;;;Нержавеющая сталь ;;;;Женские;;Стандартный;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9590;
Ц0000015657;LTS-100D-2A1 Casio;ЧАСЫ/Наручные/Casio (Япония);LTS-100D-2A1;1;9590;Casio (Япония);LTS-100D-2A1.jpg;0;0;1;0;0;0;0;0;;;;Стальной;;;WR 50m;;10 летняя батарейка;;;;Нержавеющая сталь ;;;;Женские;;Стандартный;;;;;;Сапфировое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9590;
СТ000001318;LW-200-7A Casio;ЧАСЫ/Наручные/Casio (Япония);LW-200-7A;1;3250;Casio (Япония);LW-200-7A.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;;;WR 50m;;;;;;Пластик;;;;Женские;;38;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;3250;
Ц0000013708;LW-203-2A Casio;ЧАСЫ/Наручные/Casio (Япония);LW-203-2A;1;3790;Casio (Япония);LW-203-2A.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;;;WR 50m;;;;;;Пластик;;;;Унисекс;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;3790;
Ц0000019990;LW-204-1A Casio;ЧАСЫ/Наручные/Casio (Япония);LW-204-1A;5;3790;Casio (Япония);LW-204-1A.jpg;0;1;1;1;0;1;1;0;;;;Кожаный ремешок;;;WR 50m;;;;;;Пластик;;;;Женские;;35;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;3790;
Ц0000019991;LW-204-1B Casio;ЧАСЫ/Наручные/Casio (Япония);LW-204-1B;4;3790;Casio (Япония);LW-204-1B.jpg;0;1;1;1;0;0;1;0;;;;Пластиковый;есть;есть;WR 50m;;;;;;;;;;Женские;;35;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;3790;
Ц0000019992;LW-204-4A Casio;ЧАСЫ/Наручные/Casio (Япония);LW-204-4A;4;3790;Casio (Япония);LW-204-4A.jpg;0;1;0;1;0;1;1;0;;;;Пластиковый;есть;;WR 50m;;;;;;Пластик;;;;Женские;;35;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Квадрат;;;;;;Цифровой;;3790;
Ц0000018751;LWA-300H-2E Casio;ЧАСЫ/Наручные/Casio (Япония);LWA-300H-2E;1;4390;Casio (Япония);LWA-300H-2E.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик, сталь;;;;Женские;;42;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;;;4390;
Ц0000018752;LWA-300H-7E Casio;ЧАСЫ/Наручные/Casio (Япония);LWA-300H-7E;0;4990;Casio (Япония);LWA-300H-7E.jpg;0;0;0;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик, сталь;;;;Женские;;42;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;;;4990;
Ц0000019972;LWA-300HRG-5E Casio;ЧАСЫ/Наручные/Casio (Япония);LWA-300HRG-5E;1;5590;Casio (Япония);LWA-300HRG-5E.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик, сталь;;;;Женские;;42;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;5590;
Ц0000020553;LWS-1200H-1A Casio;ЧАСЫ/Наручные/Casio (Япония);LWS-1200H-1A;1;3790;Casio (Япония);LWS-1200H-1A.jpg;0;0;0;0;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;45;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;3790;
Ц0000020352;LWS-1200H-7A1 Casio;ЧАСЫ/Наручные/Casio (Япония);LWS-1200H-7A1;1;3990;Casio (Япония);LWS-1200H-7A1.jpg;0;0;0;1;0;0;0;0;;;;Полиуретановый;есть;;WR 100m;есть;;;;;Пластик;;;;Женские;;45;;есть;;;;Минеральное;Япония;Япония;есть;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;3990;
Ц0000020353;LWS-1200H-7A2 Casio;ЧАСЫ/Наручные/Casio (Япония);LWS-1200H-7A2;1;3790;Casio (Япония);LWS-1200H-7A2.jpg;0;0;0;1;0;0;0;0;;;;Полиуретановый;есть;;WR 100m;есть;;;;;Пластик;;;;Женские;;41;;;;;;Минеральное;Япония;Япония;есть;;;Кварцевый;;;Круг;;есть;;;;Цифровой;;3790;
Ц0000013426;LWS-2000H-2A Casio;ЧАСЫ/Наручные/Casio (Япония);LWS-2000H-2A;2;4590;Casio (Япония);LWS-2000H-2A.jpg;0;0;0;1;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;4590;
Ц0000013427;LWS-2000H-4A Casio;ЧАСЫ/Наручные/Casio (Япония);LWS-2000H-4A;1;4590;Casio (Япония);LWS-2000H-4A.jpg;0;0;0;0;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Цифровой;;4590;
Ц0000005687;MCW-100H-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MCW-100H-1A;1;7990;Casio (Япония);MCW-100H-1A.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000005798;MCW-100H-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MCW-100H-1A2;2;7990;Casio (Япония);MCW-100H-1A2.jpg;0;1;0;0;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000015865;MCW-100H-1A3 Casio;ЧАСЫ/Наручные/Casio (Япония);MCW-100H-1A3;1;7390;Casio (Япония);MCW-100H-1A3.jpg;0;0;0;1;0;0;0;0;;;;Каучуковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7390;
Ц0000011745;MCW-110H-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MCW-110H-2A;1;7990;Casio (Япония);MCW-110H-2A.jpg;0;0;1;0;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;7990;
Ц0000021035;MCW-200H-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MCW-200H-1A;4;7990;Casio (Япония);MCW-200H-1A.jpg;0;1;0;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;56;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;есть;Стрелочный;;7990;
Ц0000014057;MQ-1000D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-1000D-1A;5;5490;Casio (Япония);MQ-1000D-1A.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;5490;
Ц0000016273;MQ-1000D-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-1000D-1A2;2;5490;Casio (Япония);MQ-1000D-1A2.jpg;0;0;1;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Нержавеющая сталь ;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;5490;
Ц0000014177;MQ-24D-7E Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-24D-7E;5;3290;Casio (Япония);MQ-24D-7E.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;3290;
Ц0000014178;MQ-24G-9E Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-24G-9E;4;4890;Casio (Япония);MQ-24G-9E.jpg;0;1;1;1;0;0;1;0;;;;Стальной с IP покрытием;;;WR 30m;;;;;;Сталь с IP покрытием;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4890;
Ц0000014179;MQ-24M-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-24M-1E;5;3990;Casio (Япония);MQ-24M-1E.jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 30m;;;;;;Нержавеющая сталь ;;;;Женские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;3990;
Ц0000015869;MQ-24MG-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-24MG-1E;5;6250;Casio (Япония);MQ-24MG-1E.jpg;0;1;1;1;0;1;1;0;;;;Стальной с IP покрытием;;;WR 30m;;;;;;Сталь с IP покрытием;;;;Женские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6250;
Ц0000015870;MQ-24MG-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MQ-24MG-1E;1;6250;Casio (Япония);MQ-24MG-1E.jpg;0;1;0;0;0;0;0;0;;;;Стальной с IP покрытием;;;WR 30m;;;;;;Пластик;;;;Женские;;;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;6250;
СТ000008151;MRW-200H-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-1B;2;2990;Casio (Япония);MRW-200H-1B.jpg;0;0;1;0;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000002752;MRW-200H-1B2 Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-1B2;5;3190;Casio (Япония);MRW-200H-1B2.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;3190;
Ц0000021103;MRW-200H-1B3 Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-1B3;5;2990;Casio (Япония);MRW-200H-1B3.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;48;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000003621;MRW-200H-1E Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-1E;3;2990;Casio (Япония);MRW-200H-1E .jpg;0;1;0;1;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000007516;MRW-200H-2B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-2B;4;2990;Casio (Япония);MRW-200H-2B.jpg;0;1;0;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000014090;MRW-200H-2B2 Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-2B2;4;2990;Casio (Япония);MRW-200H-2B2.jpg;0;1;1;1;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000014091;MRW-200H-2B3 Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-2B3;2;2990;Casio (Япония);MRW-200H-2B3.jpg;0;0;0;1;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000006322;MRW-200H-3B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-3B;5;2990;Casio (Япония);MRW-200H-3B.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000003623;MRW-200H-4B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-4B;4;2990;Casio (Япония);MRW-200H-4B.jpg;0;1;0;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000016043;MRW-200H-7B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-7B;1;2990;Casio (Япония);MRW-200H-7B.jpg;0;0;0;1;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Большой;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;2990;
Ц0000020456;MRW-200H-7E Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200H-7E;3;2990;Casio (Япония);MRW-200H-7E.jpg;0;1;0;0;0;1;1;0;;;;Полиуретановый;;;WR 100m;;;;;;Пластик;;;;Мужские;;48;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;;;Круг;;есть;;;;Стрелочный;;2990;
Ц0000002753;MRW-200HC-4B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200HC-4B;2;3190;Casio (Япония);MRW-200HC-4B.jpg;0;0;1;1;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Унисекс;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;3190;
Ц0000002754;MRW-200HC-7B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200HC-7B;2;3590;Casio (Япония);MRW-200HC-7B.jpg;0;1;0;0;0;0;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Унисекс;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;3590;
Ц0000016754;MRW-200HD-1B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200HD-1B;5;4990;Casio (Япония);MRW-200HD-1B .jpg;0;1;1;1;0;1;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4990;
Ц0000016755;MRW-200HD-7B Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-200HD-7B;3;4990;Casio (Япония);MRW-200HD-7B.jpg;0;0;1;0;0;1;1;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4990;
Ц0000008959;MRW-210H-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-210H-1A;2;4490;Casio (Япония);MRW-210H-1A.jpg;0;1;0;1;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4490;
Ц0000020918;MRW-210H-1A2 Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-210H-1A2;3;4490;Casio (Япония);MRW-210H-1A2.jpg;0;0;1;0;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;55;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Комбинированный;;4490;
Ц0000020830;MRW-210H-3A Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-210H-3A;2;4490;Casio (Япония);MRW-210H-3A .jpg;0;1;0;1;0;0;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;55;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4490;
Ц0000021059;MRW-210H-5A Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-210H-5A;5;4490;Casio (Япония);MRW-210H-5A.jpg;0;1;1;1;0;1;1;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;55;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4490;
Ц0000009270;MRW-210H-7A Casio;ЧАСЫ/Наручные/Casio (Япония);MRW-210H-7A;1;4490;Casio (Япония);MRW-210H-7A.jpg;0;0;0;0;0;1;0;0;;;;Пластиковый;;;WR 100m;;;;;;Пластик;;;;Мужские;;Стандартный;;;;;;Органическое;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;4490;
Ц0000005774;MTD-1053D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTD-1053D-1A;4;9790;Casio (Япония);MTD-1053D-1A.jpg;0;1;1;0;0;1;1;0;;;;Стальной;;;WR 200m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9790;
Ц0000005775;MTD-1053D-2A Casio;ЧАСЫ/Наручные/Casio (Япония);MTD-1053D-2A;4;9790;Casio (Япония);MTD-1053D-2A.jpg;0;0;1;1;0;1;1;0;;;;Стальной;;;WR 200m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9790;
Ц0000014322;MTD-1069D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTD-1069D-1A;1;9150;Casio (Япония);MTD-1069D-1A.jpg;0;0;1;0;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9150;
Ц0000021599;MTD-125D-1A1 Casio;ЧАСЫ/Наручные/Casio (Япония);MTD-125D-1A1;1;10990;Casio (Япония);MTD-125D-1A1 .jpg;0;0;0;1;0;0;0;0;;;;Стальной;;;WR 100m;;;;;;Нержавеющая сталь ;;;;Мужские;;46;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;10990;
Ц0000021752;MTD-130D-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTD-130D-1A;1;11490;Casio (Япония);MTD-130D-1A.jpg.jpg;1;0;0;1;0;0;0;0;;;;Стальной;;;WR 100m;есть;;;;;Нержавеющая сталь ;;;;Мужские;;44;;;;;;Минеральное;Япония;Япония;;;;Кварцевый;есть;;Круг;;есть;;;;Стрелочный;;11490;
Ц0000017413;MTF-118BD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTF-118BD-1A;1;9450;Casio (Япония);MTF-118BD-1A.jpg;0;0;0;0;0;1;0;0;;;;Стальной;;;WR 50m;;;;;;Сталь с частичным IP покрытием;;;;Мужские;;Стандартный;;;;;;Минеральное;Япония;;;;;Кварцевый;;;Круг;;;;;;Стрелочный;;9450;
Ц0000022587;MTG-B1000BD-1A Casio;ЧАСЫ/Наручные/Casio (Япония);MTG-B1000BD-1A;1;107990;Casio (Япония);;1;0;0;0;0;0;0;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;107990;
